order_id,product_id,quantity,unit_price,discount,revenue
O00042,P06015,2,104.79,0.0,209.58
O00042,P07013,4,329.59,0.0,1318.36
O00043,P02001,3,190.11,0.05,541.81
O00043,P05013,4,330.27,0.0,1321.08
O00043,P04007,1,149.18,0.0,149.18
O00043,P05003,1,256.27,0.0,256.27
O00044,P07009,2,325.22,0.0,650.44
O00044,P06012,5,359.44,0.05,1707.34
O00044,P03012,3,123.03,0.0,369.09
O00044,P02002,1,196.15,0.15,166.73
O00045,P07012,5,28.66,0.0,143.3
O00045,P03015,4,36.09,0.15,122.71
O00045,P04013,3,264.12,0.15,673.51
O00046,P04010,2,287.48,0.1,517.46
O00047,P01010,4,455.7,0.0,1822.8
O00047,P04002,3,252.42,0.0,757.26
O00047,P02011,1,459.11,0.0,459.11
O00048,P03011,5,65.31,0.05,310.22
O00049,P03002,3,453.4,0.0,1360.2
O00049,P01013,1,465.58,0.05,442.3
O00049,P03013,4,321.28,0.15,1092.35
O00050,P01002,5,260.38,0.1,1171.71
O00050,P06012,3,359.44,0.05,1024.4
O00050,P01010,5,455.7,0.0,2278.5
O00050,P05007,5,196.51,0.0,982.55
O00051,P01006,4,227.41,0.05,864.16
O00051,P03011,3,65.31,0.0,195.93
O00052,P01002,2,260.38,0.05,494.72
O00052,P04014,2,183.5,0.0,367.0
O00052,P03008,5,214.51,0.0,1072.55
O00053,P06005,1,323.18,0.05,307.02
O00053,P02001,1,190.11,0.05,180.6
O00053,P04008,1,5.77,0.0,5.77
O00053,P05003,2,256.27,0.05,486.91
O00054,P05005,4,437.3,0.1,1574.28
O00054,P06008,2,490.51,0.05,931.97
O00054,P02005,5,162.75,0.1,732.38
O00054,P06006,5,416.04,0.05,1976.19
O00055,P02010,5,23.96,0.0,119.8
O00055,P01013,3,465.58,0.0,1396.74
O00055,P05011,2,38.44,0.0,76.88
O00056,P05002,3,394.27,0.0,1182.81
O00056,P04014,5,183.5,0.15,779.88
O00056,P01008,5,416.37,0.05,1977.76
O00057,P03015,5,36.09,0.0,180.45
O00057,P04004,3,317.82,0.05,905.79
O00057,P06008,4,490.51,0.0,1962.04
O00057,P05005,1,437.3,0.0,437.3
O00058,P01014,1,210.37,0.0,210.37
O00058,P03001,4,309.6,0.05,1176.48
O00058,P03015,5,36.09,0.0,180.45
O00059,P04010,4,287.48,0.2,919.94
O00060,P01008,1,416.37,0.0,416.37
O00060,P02013,5,416.4,0.0,2082.0
O00061,P06001,5,379.56,0.0,1897.8
O00061,P03015,4,36.09,0.2,115.49
O00062,P02011,5,459.11,0.1,2066.0
O00062,P02005,1,162.75,0.0,162.75
O00063,P06006,3,416.04,0.0,1248.12
O00064,P03003,2,14.41,0.05,27.38
O00064,P03015,4,36.09,0.15,122.71
O00065,P01002,1,260.38,0.0,260.38
O00065,P02004,2,116.15,0.05,220.68
O00065,P01001,5,357.14,0.2,1428.56
O00065,P05009,2,374.92,0.0,749.84
O00066,P04001,4,419.16,0.15,1425.14
O00066,P03002,3,453.4,0.1,1224.18
O00066,P06001,2,379.56,0.05,721.16
O00066,P04015,4,476.93,0.05,1812.33
O00067,P07001,3,396.6,0.0,1189.8
O00067,P05002,3,394.27,0.1,1064.53
O00067,P04011,5,97.72,0.1,439.74
O00068,P02009,3,77.29,0.15,197.09
O00068,P05014,5,56.31,0.0,281.55
O00069,P04014,3,183.5,0.05,522.98
O00069,P05005,3,437.3,0.05,1246.3
O00070,P02004,4,116.15,0.15,394.91
O00070,P06003,3,179.39,0.0,538.17
O00070,P04011,5,97.72,0.0,488.6
O00070,P01015,3,201.24,0.0,603.72
O00071,P02014,5,380.63,0.0,1903.15
O00072,P02007,3,358.78,0.0,1076.34
O00072,P03003,2,14.41,0.05,27.38
O00072,P05002,3,394.27,0.0,1182.81
O00072,P05004,1,15.07,0.0,15.07
O00073,P02011,4,459.11,0.0,1836.44
O00074,P02014,2,380.63,0.0,761.26
O00074,P06002,5,71.04,0.1,319.68
O00074,P02008,3,170.97,0.0,512.91
O00074,P06006,5,416.04,0.05,1976.19
O00075,P01002,5,260.38,0.0,1301.9
O00075,P07010,5,146.62,0.0,733.1
O00076,P04005,5,289.65,0.2,1158.6
O00076,P03014,2,313.29,0.0,626.58
O00077,P01009,4,50.4,0.1,181.44
O00078,P03015,2,36.09,0.0,72.18
O00078,P05007,1,196.51,0.0,196.51
O00078,P07012,5,28.66,0.0,143.3
O00078,P01005,2,84.35,0.2,134.96
O00079,P03008,2,214.51,0.05,407.57
O00079,P07008,3,23.13,0.0,69.39
O00079,P01003,3,66.72,0.0,200.16
O00079,P03012,3,123.03,0.0,369.09
O00080,P04004,5,317.82,0.05,1509.64
O00081,P01004,2,46.52,0.0,93.04
O00082,P07009,1,325.22,0.05,308.96
O00082,P04011,4,97.72,0.05,371.34
O00083,P04008,3,5.77,0.0,17.31
O00083,P07005,1,202.12,0.0,202.12
O00084,P07004,5,158.49,0.0,792.45
O00084,P01005,1,84.35,0.0,84.35
O00084,P02007,3,358.78,0.0,1076.34
O00085,P04005,5,289.65,0.1,1303.42
O00085,P06001,5,379.56,0.05,1802.91
O00085,P03012,4,123.03,0.0,492.12
O00085,P04009,2,179.64,0.0,359.28
O00086,P05015,2,293.04,0.0,586.08
O00086,P02009,1,77.29,0.0,77.29
O00086,P02010,3,23.96,0.0,71.88
O00086,P05001,2,274.32,0.0,548.64
O00087,P05006,2,26.55,0.05,50.44
O00087,P01007,1,259.11,0.0,259.11
O00087,P07005,3,202.12,0.0,606.36
O00088,P01006,5,227.41,0.0,1137.05
O00088,P07011,4,431.76,0.1,1554.34
O00089,P07002,4,443.47,0.0,1773.88
O00089,P06001,1,379.56,0.05,360.58
O00089,P01009,2,50.4,0.0,100.8
O00090,P05003,2,256.27,0.15,435.66
O00090,P04007,1,149.18,0.05,141.72
O00090,P05004,3,15.07,0.0,45.21
O00090,P02001,4,190.11,0.05,722.42
O00091,P05011,3,38.44,0.0,115.32
O00091,P07007,3,239.33,0.15,610.29
O00091,P05010,3,181.76,0.0,545.28
O00091,P04007,5,149.18,0.2,596.72
O00092,P03003,3,14.41,0.0,43.23
O00092,P07015,2,400.67,0.0,801.34
O00092,P02013,1,416.4,0.0,416.4
O00093,P04006,2,360.68,0.0,721.36
O00093,P03012,4,123.03,0.0,492.12
O00093,P02004,5,116.15,0.1,522.68
O00093,P05007,3,196.51,0.0,589.53
O00094,P05006,5,26.55,0.0,132.75
O00094,P07009,2,325.22,0.05,617.92
O00094,P02007,2,358.78,0.05,681.68
O00095,P01006,4,227.41,0.1,818.68
O00095,P05012,5,124.36,0.1,559.62
O00095,P06010,3,95.23,0.0,285.69
O00095,P01011,4,409.27,0.0,1637.08
O00096,P07002,2,443.47,0.1,798.25
O00096,P01009,5,50.4,0.2,201.6
O00097,P02010,3,23.96,0.0,71.88
O00097,P05005,1,437.3,0.1,393.57
O00097,P06004,5,172.58,0.0,862.9
O00097,P05008,1,189.78,0.15,161.31
O00098,P06002,5,71.04,0.0,355.2
O00098,P06003,2,179.39,0.1,322.9
O00099,P01003,5,66.72,0.15,283.56
O00099,P04013,4,264.12,0.0,1056.48
O00099,P04010,1,287.48,0.1,258.73
O00100,P05014,5,56.31,0.15,239.32
O00100,P01014,4,210.37,0.0,841.48
O00100,P07002,1,443.47,0.0,443.47
O00100,P04014,4,183.5,0.15,623.9
O00101,P07009,5,325.22,0.0,1626.1
O00101,P01002,1,260.38,0.2,208.3
O00101,P01007,5,259.11,0.2,1036.44
O00101,P06007,4,343.92,0.05,1306.9
O00102,P03008,3,214.51,0.0,643.53
O00103,P07001,1,396.6,0.0,396.6
O00103,P04001,1,419.16,0.05,398.2
O00104,P03005,1,79.01,0.1,71.11
O00104,P07001,5,396.6,0.0,1983.0
O00104,P03004,1,111.75,0.0,111.75
O00105,P01011,3,409.27,0.0,1227.81
O00105,P01006,4,227.41,0.0,909.64
O00105,P05015,2,293.04,0.15,498.17
O00105,P04007,2,149.18,0.0,298.36
O00106,P02005,4,162.75,0.0,651.0
O00106,P07013,4,329.59,0.1,1186.52
O00106,P06004,4,172.58,0.05,655.8
O00107,P07005,5,202.12,0.0,1010.6
O00108,P06013,2,472.08,0.0,944.16
O00108,P03002,5,453.4,0.1,2040.3
O00108,P01014,4,210.37,0.05,799.41
O00109,P01006,2,227.41,0.2,363.86
O00109,P06009,1,241.87,0.0,241.87
O00110,P03005,5,79.01,0.15,335.79
O00110,P05008,4,189.78,0.2,607.3
O00110,P06003,5,179.39,0.1,807.26
O00111,P05008,4,189.78,0.0,759.12
O00111,P05005,3,437.3,0.1,1180.71
O00112,P06015,1,104.79,0.15,89.07
O00112,P01006,1,227.41,0.0,227.41
O00112,P02005,4,162.75,0.0,651.0
O00113,P03014,1,313.29,0.0,313.29
O00113,P02001,1,190.11,0.0,190.11
O00114,P05003,1,256.27,0.0,256.27
O00114,P06011,2,71.75,0.05,136.32
O00114,P04005,1,289.65,0.1,260.68
O00114,P07004,4,158.49,0.05,602.26
O00115,P02004,2,116.15,0.0,232.3
O00115,P02010,1,23.96,0.1,21.56
O00116,P06010,5,95.23,0.2,380.92
O00116,P06005,3,323.18,0.0,969.54
O00116,P05006,5,26.55,0.2,106.2
O00117,P06007,2,343.92,0.15,584.66
O00117,P03002,5,453.4,0.0,2267.0
O00118,P07005,3,202.12,0.0,606.36
O00118,P07012,1,28.66,0.05,27.23
O00118,P06010,5,95.23,0.2,380.92
O00118,P03009,5,389.21,0.0,1946.05
O00119,P05002,4,394.27,0.05,1498.23
O00119,P04002,1,252.42,0.0,252.42
O00119,P06001,3,379.56,0.05,1081.75
O00119,P01011,4,409.27,0.05,1555.23
O00120,P04009,4,179.64,0.0,718.56
O00120,P02008,4,170.97,0.0,683.88
O00120,P02005,2,162.75,0.2,260.4
O00121,P01005,5,84.35,0.0,421.75
O00121,P04005,4,289.65,0.05,1100.67
O00121,P02004,2,116.15,0.0,232.3
O00121,P07001,2,396.6,0.0,793.2
O00122,P04013,4,264.12,0.0,1056.48
O00122,P04012,1,335.77,0.05,318.98
O00123,P01008,5,416.37,0.2,1665.48
O00123,P07003,2,161.22,0.05,306.32
O00123,P02001,4,190.11,0.0,760.44
O00123,P02015,2,237.21,0.0,474.42
O00124,P02013,1,416.4,0.0,416.4
O00124,P05015,4,293.04,0.15,996.34
O00125,P02002,2,196.15,0.15,333.46
O00126,P07010,5,146.62,0.05,696.44
O00126,P04002,5,252.42,0.0,1262.1
O00126,P04006,1,360.68,0.15,306.58
O00127,P04012,5,335.77,0.0,1678.85
O00127,P06008,5,490.51,0.0,2452.55
O00128,P05005,3,437.3,0.1,1180.71
O00128,P01001,3,357.14,0.2,857.14
O00128,P07001,1,396.6,0.0,396.6
O00128,P04007,2,149.18,0.05,283.44
O00129,P04003,4,270.35,0.1,973.26
O00130,P07007,2,239.33,0.0,478.66
O00130,P05006,5,26.55,0.0,132.75
O00131,P05010,4,181.76,0.1,654.34
O00131,P03014,5,313.29,0.1,1409.8
O00131,P02010,3,23.96,0.2,57.5
O00132,P01015,5,201.24,0.05,955.89
O00132,P02003,4,45.39,0.1,163.4
O00132,P01011,4,409.27,0.15,1391.52
O00133,P03002,3,453.4,0.0,1360.2
O00133,P07002,2,443.47,0.0,886.94
O00133,P06012,3,359.44,0.2,862.66
O00133,P01004,3,46.52,0.05,132.58
O00134,P01009,2,50.4,0.05,95.76
O00135,P02004,5,116.15,0.0,580.75
O00136,P06009,2,241.87,0.05,459.55
O00136,P06001,3,379.56,0.0,1138.68
O00136,P06004,2,172.58,0.1,310.64
O00137,P02005,5,162.75,0.1,732.38
O00137,P05010,3,181.76,0.05,518.02
O00138,P05012,4,124.36,0.15,422.82
O00138,P05003,4,256.27,0.0,1025.08
O00138,P04008,2,5.77,0.0,11.54
O00138,P05004,3,15.07,0.0,45.21
O00139,P01012,5,442.89,0.05,2103.73
O00139,P01011,4,409.27,0.0,1637.08
O00140,P07007,1,239.33,0.0,239.33
O00141,P06001,1,379.56,0.05,360.58
O00142,P01004,2,46.52,0.0,93.04
O00142,P06006,1,416.04,0.15,353.63
O00143,P06013,5,472.08,0.0,2360.4
O00144,P03002,5,453.4,0.05,2153.65
O00144,P07007,5,239.33,0.1,1076.99
O00144,P01014,4,210.37,0.15,715.26
O00145,P02009,5,77.29,0.15,328.48
O00146,P02006,5,54.05,0.0,270.25
O00147,P03008,5,214.51,0.2,858.04
O00147,P05001,4,274.32,0.0,1097.28
O00147,P02010,2,23.96,0.0,47.92
O00148,P03008,2,214.51,0.0,429.02
O00149,P02010,5,23.96,0.0,119.8
O00149,P03006,3,470.41,0.0,1411.23
O00150,P05007,4,196.51,0.0,786.04
O00150,P03013,1,321.28,0.0,321.28
O00150,P02001,3,190.11,0.15,484.78
O00151,P07004,2,158.49,0.0,316.98
O00151,P02001,2,190.11,0.0,380.22
O00151,P03010,3,122.63,0.0,367.89
O00151,P01009,1,50.4,0.0,50.4
O00152,P07008,4,23.13,0.0,92.52
O00153,P06009,1,241.87,0.0,241.87
O00153,P01006,2,227.41,0.0,454.82
O00153,P03013,1,321.28,0.0,321.28
O00153,P04014,4,183.5,0.0,734.0
O00154,P05011,1,38.44,0.0,38.44
O00154,P03009,5,389.21,0.1,1751.44
O00154,P03007,1,306.4,0.05,291.08
O00155,P06004,5,172.58,0.15,733.46
O00155,P02008,4,170.97,0.15,581.3
O00156,P06010,1,95.23,0.0,95.23
O00157,P03003,3,14.41,0.0,43.23
O00158,P04011,2,97.72,0.0,195.44
O00158,P03005,4,79.01,0.0,316.04
O00159,P01001,5,357.14,0.0,1785.7
O00159,P04002,2,252.42,0.0,504.84
O00159,P05013,5,330.27,0.1,1486.22
O00160,P06002,2,71.04,0.0,142.08
O00160,P03003,1,14.41,0.05,13.69
O00160,P04003,5,270.35,0.15,1148.99
O00161,P07003,4,161.22,0.0,644.88
O00162,P07004,5,158.49,0.0,792.45
O00163,P02008,3,170.97,0.0,512.91
O00163,P07014,4,140.24,0.0,560.96
O00163,P06004,4,172.58,0.0,690.32
O00164,P06014,4,23.31,0.0,93.24
O00164,P07011,4,431.76,0.15,1467.98
O00164,P02012,2,238.87,0.05,453.85
O00165,P04013,5,264.12,0.0,1320.6
O00166,P01001,1,357.14,0.0,357.14
O00166,P07007,1,239.33,0.05,227.36
O00167,P07005,2,202.12,0.0,404.24
O00167,P04001,4,419.16,0.0,1676.64
O00168,P03001,1,309.6,0.0,309.6
O00168,P06003,1,179.39,0.05,170.42
O00168,P02004,3,116.15,0.05,331.03
O00169,P07013,3,329.59,0.05,939.33
O00169,P03013,1,321.28,0.0,321.28
O00169,P06012,2,359.44,0.0,718.88
O00170,P05010,4,181.76,0.0,727.04
O00170,P01015,5,201.24,0.0,1006.2
O00171,P06011,1,71.75,0.0,71.75
O00171,P03002,1,453.4,0.15,385.39
O00171,P03012,3,123.03,0.0,369.09
O00171,P04009,5,179.64,0.0,898.2
O00172,P03004,4,111.75,0.0,447.0
O00172,P07002,1,443.47,0.0,443.47
O00172,P04015,3,476.93,0.2,1144.63
O00173,P03004,1,111.75,0.1,100.58
O00173,P05011,5,38.44,0.0,192.2
O00173,P01015,2,201.24,0.0,402.48
O00173,P03011,5,65.31,0.05,310.22
O00174,P05004,4,15.07,0.05,57.27
O00174,P01002,2,260.38,0.0,520.76
O00175,P06005,3,323.18,0.0,969.54
O00175,P07008,4,23.13,0.0,92.52
O00175,P02006,2,54.05,0.0,108.1
O00176,P05011,3,38.44,0.0,115.32
O00176,P05004,4,15.07,0.0,60.28
O00177,P04008,1,5.77,0.0,5.77
O00177,P04005,3,289.65,0.05,825.5
O00177,P01005,3,84.35,0.0,253.05
O00177,P05014,2,56.31,0.0,112.62
O00178,P02015,1,237.21,0.0,237.21
O00178,P03006,2,470.41,0.0,940.82
O00179,P03014,4,313.29,0.0,1253.16
O00180,P03006,3,470.41,0.0,1411.23
O00180,P06003,4,179.39,0.1,645.8
O00180,P03015,3,36.09,0.0,108.27
O00180,P07015,4,400.67,0.05,1522.55
O00181,P06013,5,472.08,0.0,2360.4
O00181,P05002,2,394.27,0.0,788.54
O00181,P06009,4,241.87,0.0,967.48
O00182,P02005,3,162.75,0.1,439.42
O00182,P04003,3,270.35,0.2,648.84
O00183,P05014,4,56.31,0.1,202.72
O00183,P05015,3,293.04,0.15,747.25
O00184,P06007,5,343.92,0.0,1719.6
O00184,P01012,2,442.89,0.1,797.2
O00184,P07007,5,239.33,0.05,1136.82
O00185,P02003,4,45.39,0.0,181.56
O00186,P02013,3,416.4,0.0,1249.2
O00186,P06001,1,379.56,0.0,379.56
O00186,P07013,4,329.59,0.1,1186.52
O00186,P02005,4,162.75,0.05,618.45
O00187,P01013,3,465.58,0.0,1396.74
O00187,P03004,2,111.75,0.15,189.98
O00187,P02001,4,190.11,0.0,760.44
O00188,P02011,5,459.11,0.0,2295.55
O00189,P05013,5,330.27,0.0,1651.35
O00189,P07011,4,431.76,0.0,1727.04
O00189,P06002,5,71.04,0.1,319.68
O00189,P03008,1,214.51,0.0,214.51
O00190,P01015,2,201.24,0.15,342.11
O00191,P05014,5,56.31,0.15,239.32
O00191,P05006,1,26.55,0.05,25.22
O00192,P04011,4,97.72,0.15,332.25
O00192,P06010,1,95.23,0.05,90.47
O00192,P04004,1,317.82,0.0,317.82
O00193,P04009,5,179.64,0.05,853.29
O00193,P07001,5,396.6,0.0,1983.0
O00193,P06015,5,104.79,0.15,445.36
O00194,P01010,4,455.7,0.0,1822.8
O00194,P07013,4,329.59,0.0,1318.36
O00194,P04011,5,97.72,0.1,439.74
O00194,P04002,5,252.42,0.0,1262.1
O00195,P04005,4,289.65,0.1,1042.74
O00195,P02002,1,196.15,0.15,166.73
O00195,P03009,3,389.21,0.0,1167.63
O00196,P05013,2,330.27,0.0,660.54
O00197,P02012,4,238.87,0.0,955.48
O00197,P06003,2,179.39,0.0,358.78
O00197,P06008,5,490.51,0.1,2207.3
O00198,P01002,1,260.38,0.0,260.38
O00198,P03011,4,65.31,0.05,248.18
O00198,P04003,4,270.35,0.05,1027.33
O00199,P03002,1,453.4,0.0,453.4
O00200,P05014,3,56.31,0.0,168.93
O00201,P05015,2,293.04,0.15,498.17
O00201,P06003,5,179.39,0.05,852.1
O00202,P05011,5,38.44,0.0,192.2
O00202,P04014,4,183.5,0.15,623.9
O00203,P04005,4,289.65,0.0,1158.6
O00203,P07009,2,325.22,0.05,617.92
O00204,P06015,1,104.79,0.05,99.55
O00204,P02011,5,459.11,0.05,2180.77
O00204,P07005,2,202.12,0.15,343.6
O00204,P02004,4,116.15,0.05,441.37
O00205,P06008,2,490.51,0.05,931.97
O00205,P06009,2,241.87,0.05,459.55
O00205,P04005,3,289.65,0.0,868.95
O00205,P04001,1,419.16,0.1,377.24
O00206,P05002,3,394.27,0.15,1005.39
O00206,P06012,2,359.44,0.0,718.88
O00207,P06010,4,95.23,0.2,304.74
O00208,P04014,4,183.5,0.0,734.0
O00208,P02005,5,162.75,0.15,691.69
O00208,P05013,4,330.27,0.1,1188.97
O00209,P06005,4,323.18,0.05,1228.08
O00209,P06010,5,95.23,0.0,476.15
O00209,P01015,2,201.24,0.0,402.48
O00210,P03010,2,122.63,0.0,245.26
O00211,P01013,3,465.58,0.0,1396.74
O00212,P01005,2,84.35,0.0,168.7
O00212,P06013,5,472.08,0.0,2360.4
O00213,P06007,2,343.92,0.0,687.84
O00213,P02014,5,380.63,0.0,1903.15
O00213,P02015,4,237.21,0.0,948.84
O00213,P05010,4,181.76,0.0,727.04
O00214,P07011,5,431.76,0.0,2158.8
O00214,P07009,2,325.22,0.0,650.44
O00214,P03001,5,309.6,0.15,1315.8
O00214,P05001,2,274.32,0.0,548.64
O00215,P01011,2,409.27,0.0,818.54
O00215,P04009,3,179.64,0.05,511.97
O00215,P05009,4,374.92,0.0,1499.68
O00216,P01004,1,46.52,0.0,46.52
O00216,P05014,4,56.31,0.0,225.24
O00216,P03013,2,321.28,0.0,642.56
O00217,P07003,5,161.22,0.0,806.1
O00217,P06014,4,23.31,0.05,88.58
O00217,P06011,4,71.75,0.0,287.0
O00217,P02014,4,380.63,0.1,1370.27
O00218,P04007,2,149.18,0.0,298.36
O00218,P02008,1,170.97,0.0,170.97
O00218,P05004,5,15.07,0.0,75.35
O00218,P05005,1,437.3,0.0,437.3
O00219,P05014,3,56.31,0.1,152.04
O00219,P02014,2,380.63,0.0,761.26
O00219,P06013,5,472.08,0.0,2360.4
O00220,P01013,4,465.58,0.0,1862.32
O00220,P01011,5,409.27,0.05,1944.03
O00221,P05006,1,26.55,0.0,26.55
O00222,P07010,1,146.62,0.0,146.62
O00222,P05010,4,181.76,0.0,727.04
O00222,P02009,5,77.29,0.05,367.13
O00223,P07015,2,400.67,0.0,801.34
O00223,P04015,3,476.93,0.0,1430.79
O00223,P04010,1,287.48,0.05,273.11
O00223,P07013,4,329.59,0.05,1252.44
O00224,P07012,1,28.66,0.0,28.66
O00224,P06013,4,472.08,0.0,1888.32
O00224,P01014,1,210.37,0.05,199.85
O00225,P05005,5,437.3,0.0,2186.5
O00225,P02003,3,45.39,0.1,122.55
O00226,P04009,2,179.64,0.05,341.32
O00226,P03005,2,79.01,0.0,158.02
O00227,P06008,3,490.51,0.0,1471.53
O00228,P01003,5,66.72,0.1,300.24
O00228,P04011,2,97.72,0.0,195.44
O00228,P04010,3,287.48,0.05,819.32
O00229,P05006,3,26.55,0.0,79.65
O00229,P07009,5,325.22,0.15,1382.19
O00229,P01013,1,465.58,0.0,465.58
O00230,P06012,1,359.44,0.0,359.44
O00230,P02010,3,23.96,0.0,71.88
O00230,P05015,2,293.04,0.0,586.08
O00230,P01013,2,465.58,0.05,884.6
O00231,P07005,3,202.12,0.15,515.41
O00231,P06008,2,490.51,0.1,882.92
O00232,P01011,5,409.27,0.0,2046.35
O00232,P07015,3,400.67,0.0,1202.01
O00232,P07003,4,161.22,0.05,612.64
O00232,P02015,4,237.21,0.0,948.84
O00233,P06007,1,343.92,0.05,326.72
O00234,P03003,3,14.41,0.0,43.23
O00234,P05007,4,196.51,0.15,668.13
O00234,P02004,4,116.15,0.1,418.14
O00235,P06002,1,71.04,0.1,63.94
O00236,P01001,1,357.14,0.15,303.57
O00236,P05002,5,394.27,0.1,1774.22
O00236,P01003,4,66.72,0.0,266.88
O00237,P05006,2,26.55,0.05,50.44
O00237,P02013,4,416.4,0.0,1665.6
O00237,P04001,3,419.16,0.0,1257.48
O00237,P06009,3,241.87,0.1,653.05
O00238,P07011,5,431.76,0.0,2158.8
O00238,P01002,2,260.38,0.0,520.76
O00238,P03004,5,111.75,0.0,558.75
O00239,P04008,1,5.77,0.05,5.48
O00239,P06007,1,343.92,0.0,343.92
O00239,P03014,1,313.29,0.05,297.63
O00240,P06009,2,241.87,0.1,435.37
O00241,P07009,4,325.22,0.0,1300.88
